Sonstiges;Die Avaloq Group AG mit Sitz in Freienbach ist ein Software- und Finanzdienstleistungsunternehmen
Softwareentwicklung im Bankensektor; Ihre Kernaktivität liegt in der Entwicklung und dem Vertrieb des eigenen Softwarepakets, der Avaloq Banking Suite, welche derzeit von mehr als 140 Banken weltweit verwendet wird
Sonstiges; Darüber hinaus bietet das Unternehmen auch verschiedene Dienstleistungen in den Bereichen Outsourcing, Beratung, Wartung und Support
Sonstiges;Die aus einem spin-off von Martin Ebners BZ Gruppe hervorgegangene Avaloq Group beschäftigt derzeit rund 2'400 Mitarbeiter (Stand 2022)
Sonstiges;GeschichteDas Unternehmen wurde 1985 in Zürich unter dem Namen «BZ Informatik Aktiengesellschaft» als Tochtergesellschaft der BZ Bank gegründet
Sonstiges; Durch ein Management-Buy-out übernahm 1991 das Management der BZ Informatik 30 Prozent des Aktienkapitals
Softwareentwicklung im Bankensektor; Mitte der 1990er Jahre begann das Unternehmen eine Standardsoftware für Banken zu entwickeln
Sonstiges; Die Weiterentwicklung führte 2001 zur Umbenennung in «Avaloq Evolution AG» in Zürich unter dem Dach der ebenfalls umfirmierten und heute in Freienbach ansässigen «Avaloq Group AG»
Sonstiges; Gleichzeitig erfolgte die Markteinführung des Avaloq Banking Systems
Sonstiges;2002 wurde die Gruppe aus der BZ Gruppe herausgelöst und das Aktienkapital vollständig vom Management und von den Mitarbeitern übernommen
Sonstiges; Nachdem das Unternehmen Mitte der 2000er Jahre im Ausland verschiedene Aufträge erhalten hatte, gründete Avaloq 2007 je eine Niederlassung in Luxemburg sowie in Singapur
Sonstiges; Diesen folgten bis 2014 weitere Niederlassungen, unter anderem in Paris, London, Berlin, Rüsselsheim, Leipzig, Hong Kong, und Sydney
Sonstiges; 2011 erwarb Avaloq die Mehrheit an der B-Source SA, einem Schweizer Business Process Outsourcer im Bankenumfeld
Sonstiges; Die bis dahin mit einem Marktanteil von 24 Prozent (gemessen an der Anzahl Banken) Nummer zwei in der Schweizer Bankensoftware-Branche konnte 2008 drei grössere Kantonalbanken akquirieren und verfügt damit bei Kreditinstituten mit über 500 Beschäftigten über einen Marktanteil von 42 Prozent
Sonstiges; Avaloq war 2013 Schweizer Marktführer gemessen an der Mitarbeiterzahl der Banken, die die Avaloq Banking Suite einsetzen
Sonstiges;Die Produktentwicklung der Software erfolgt in Zürich und Edinburgh, unterstützt von einem Supportzentrum in Manila
Sonstiges; Der Aufbau neuer Kapazitäten erfolgte vor allem an den internationalen Standorten, allen voran in Edinburgh
Sonstiges;2013 erweiterte die Gruppe ihre Präsenz in Deutschland, indem sie eine Kooperation mit der quirin Bank einging, die Höll Computer & Software GmbH akquirierte und die Avaloq Sourcing (Deutschland) AG mit Sitz in Berlin gründete
Sonstiges;Im Jahr 2015 ging Avaloq live mit ihren beiden BPO Centren in Deutschland und Singapore
Sonstiges; Avaloq baut kontinuierlich neue Zentren für Business Process Outsourcing (BPO) auf
Sonstiges;2017 hat der US-Private-Equity-Investor Warburg Pincus 35 % der Aktien von Avaloq übernommen
Sonstiges; Im November wurde bekannt, dass Raiffeisen seinen 10 %-Anteil ebenfalls an Warburg Pincus veräussert und Anfang 2019 Avaloq das Gemeinschaftsunternehmen Arizon von Raiffeisen übernimmt
Sonstiges; Avaloq und Raiffeisen hatten Arizon gegründet, um Raiffeisen mit einem neuen Informatiksystem auszurüsten welches Anfang 2018 in Betrieb gehen soll
Sonstiges;Im Oktober 2020 wurde Avaloq vom japanischen Elektronikkonzern NEC Corporation für 2,05 Milliarden Schweizer Franken übernommen
Sonstiges;WeblinksOffizielle Website== Einzelnachweise ==
Sonstiges;Die SAP SE mit Sitz im baden-württembergischen Walldorf ist ein börsennotierter Softwarekonzern
Sonstiges; Nach Umsatz ist SAP das größte europäische (und außeramerikanische) sowie weltweit eines der fünf größten Softwareunternehmen
Sonstiges; Darüber hinaus handelt es sich bei SAP um das mit Abstand wertvollste börsennotierte deutsche Unternehmen
Softwareentwicklung im Bankensektor;Tätigkeitsschwerpunkt ist die Entwicklung von Software zur Abwicklung sämtlicher Geschäftsprozesse eines Unternehmens wie Buchführung, Controlling, Vertrieb, Einkauf, Produktion, Lagerhaltung, Transport und Personalwesen
Sonstiges; Der Name SAP stand zeitweise synonym für das ehemals zentrale Softwareprodukt des Unternehmens: ein integriertes betriebswirtschaftliches Standardsoftwarepaket, auch SAP ERP genannt, zunächst in der Version SAP R/2 für Großrechner und SAP R/3 für Client-Server-Systeme
Sonstiges; Seit 2005 engagiert sich SAP im Finanzbereich (SAP BankAnalyzer – SAP BA, SAP AFI, SAP FPSL u
Sonstiges;), im Datawarehousing (SAP NetWeaver Business Intelligence) und bietet eigene Datenbanklösungen an (MaxDB, SAP ASE, SAP IQ, SAP HANA)
Sonstiges;GeschichteErste Phase 1972–1981Fünf ehemalige Mitarbeiter der IBM (Claus Wellenreuther, Hans-Werner Hector, Klaus Tschira, Dietmar Hopp und Hasso Plattner) gründeten im April 1972 in Weinheim die Gesellschaft bürgerlichen Rechts Systemanalyse Programmentwicklung, deren Name später zu „SAP“ zusammengezogen wurde
Sonstiges; Das Kürzel stand für „Systeme, Anwendungen und Produkte in der Datenverarbeitung“
Sonstiges;Sie entwickelten Programme, die Lohnabrechnung und Buchhaltung per Großrechner ermöglichten
Sonstiges; Statt die Daten mechanisch auf Lochkarten zu speichern, wie bei ihrem Ex-Arbeitgeber IBM, setzten sie auf den Dialog online per Bildschirm/Tastatur
Sonstiges; Daher bezeichneten sie ihre Software als Realtime (Echtzeit)-System
Sonstiges; Aus diesem Grund fand sich auch bis in die späten 1990er Jahre immer ein R im Namen der Produkte
Sonstiges; Die erste Version der Software entstand dabei im Rechenzentrum des ersten Kunden, dem Nylonfaserwerk der Imperial Chemical Industries (ICI)
Sonstiges; Die dort mit dem ersten Modul zur Finanzbuchhaltung 1973 entstandene Software SAP R/1 war als Standardsoftware konzipiert und konnte auch weiteren Interessenten angeboten werden
Sonstiges; SAP gilt daher auch als ein Miterfinder der Standardsoftware
Sonstiges; Aus diesen Realtime-Systemen entwickelte sich im Laufe der 1970er Jahre eine neue Art der Datenverarbeitung, die heute als Online Transaction Processing (OLTP) bezeichnet wird
Sonstiges;Ein weiterer Vorteil der Software war, dass nun für viele Aufgaben (etwa Auftragseingang, Materialbedarfsplanung und Rechnungsstellung) ein gemeinsames System verwendet werden konnte
Sonstiges; Dies sparte mehrfache Datenhaltung und die separate Pflege der Daten
Sonstiges; Aus technischer Sicht wurde daher eine Datenbank notwendig
Sonstiges;Das erste Büro der Firma lag in Mannheim
Sonstiges; 1976 wurde die SAP GmbH Systeme, Anwendungen und Produkte in der Datenverarbeitung gegründet, die ein Jahr später von Weinheim nach Walldorf umzog
Sonstiges; Heute ist SAP weltweit vertreten
Sonstiges; Das erste in Walldorf errichtete Gebäude (heute als WDF08 bezeichnet) beherbergte ab 1980 auch ein eigenes Rechenzentrum
